Order ID,Ship Date,Units Sold,Unit Price,Total Cost
445273578,1/9/2012,5201,651.21,2730316.96
275281178,2/14/2015,673,651.21,353298.08
466478049,10/29/2012,76,9.33,525.92
832975518,1/15/2017,4821,421.89,1758170.49
359197413,3/8/2014,3352,255.28,534375.84
349880063,5/12/2014,6141,255.28,978998.22
380072295,3/15/2010,693,437.2,182487.69
545135438,2/27/2010,6545,668.27,3289124.3
110743319,5/9/2012,264,255.28,42086.88
662882268,4/17/2016,449,437.2,118235.17
257851111,11/20/2010,2729,421.89,995239.01
172261178,9/13/2016,4765,255.28,759636.3
853036296,6/1/2013,1251,81.73,70894.17
567412793,3/27/2012,8910,9.33,61657.2
352939498,3/10/2014,1495,109.28,53580.8
867477738,5/27/2013,4795,109.28,171852.8
139201343,9/6/2016,1625,437.2,427911.25
316596639,12/4/2016,6836,9.33,47305.12
918462455,7/28/2011,2305,47.45,73275.95
183910119,6/11/2014,1946,437.2,512440.18
922363460,11/23/2013,6700,109.28,240128.0
163558804,5/22/2014,9540,668.27,4794231.6
407544982,3/12/2010,472,9.33,3266.24
174683320,11/3/2011,1531,421.89,558340.39
755647647,12/9/2011,1786,668.27,897536.44
361424291,7/5/2011,2334,421.89,851186.46
873312079,10/22/2016,1306,255.28,208202.52
192922341,5/1/2012,8863,47.45,281754.77
792178905,7/21/2017,2197,205.7,257290.67
263318097,3/4/2015,531,255.28,84652.02
768888747,7/29/2015,122,651.21,64045.12
491752183,2/6/2015,9254,668.27,4650505.16
385082232,11/28/2014,3245,9.33,22455.4
122365224,12/22/2016,9444,421.89,3444132.36
347399985,5/19/2013,2231,668.27,1121166.74
424297845,1/8/2012,8016,47.45,254828.64
687482631,11/21/2010,243,651.21,127565.28
191690671,5/18/2016,4384,437.2,1154438.72
761970794,12/20/2016,2945,205.7,344888.95
243684327,5/30/2017,462,255.28,73652.04
152505099,5/19/2012,8503,109.28,304747.52
724419438,7/16/2012,665,205.7,77878.15
465726172,7/6/2010,7579,668.27,3808750.66
203036630,7/28/2015,1905,255.28,303695.1
833274638,2/13/2011,3337,421.89,1216970.53
173676526,5/10/2012,3598,668.27,1808138.92
611791121,3/3/2016,1443,152.58,140605.92
555479753,2/12/2013,7658,437.2,2016581.14
282916247,12/29/2013,59,47.45,1875.61
592586934,2/19/2015,8497,205.7,995083.67
553290641,4/7/2010,9851,109.28,353059.84
654138696,3/16/2017,3031,109.28,108631.04
554554927,8/6/2012,3981,205.7,466214.91
434275662,8/13/2012,674,651.21,353823.04
543349730,2/7/2015,8115,81.73,459877.05
752138459,9/22/2011,3339,255.28,532303.38
101315677,12/17/2013,415,154.06,37735.95
851867711,7/17/2011,5441,205.7,637195.51
835093390,7/29/2014,1547,81.73,87668.49
202604043,4/10/2011,3893,205.7,455909.23
976323497,2/10/2017,4674,47.45,148586.46
298488080,7/3/2011,8111,437.2,2135869.63
781646621,9/12/2015,5460,47.45,173573.4
158660447,1/9/2015,7,9.33,48.44
732703387,1/28/2014,2069,47.45,65773.51
827261769,5/26/2011,3996,47.45,127032.84
636134421,3/20/2010,5166,47.45,164227.14
873432672,9/17/2014,6992,668.27,3513759.68
523580348,8/4/2011,7915,109.28,283673.6
891313779,10/25/2010,8409,81.73,476538.03
651681792,6/12/2012,5979,109.28,214287.36
800045716,5/14/2017,161,81.73,9123.87
602079379,5/26/2016,7523,651.21,3949274.08
743769109,5/11/2016,6662,154.06,605775.66
181413733,12/27/2013,3210,668.27,1613153.4
191624581,8/1/2014,4827,9.33,33402.84
321325480,10/25/2012,6205,9.33,42938.6
637752759,6/22/2012,4069,651.21,2136062.24
378455245,6/8/2014,2172,109.28,77844.48
201294267,2/9/2013,6302,152.58,614066.88
834443652,2/27/2015,9275,421.89,3382499.75
826389729,5/5/2013,5940,205.7,695633.4
595931327,12/15/2012,8177,154.06,743534.61
182179772,5/23/2012,9898,81.73,560919.66
594558894,4/19/2015,2044,9.33,14144.48
662805020,11/2/2010,7589,421.89,2767632.41
186966979,4/17/2016,6539,668.27,3286109.06
387406098,8/11/2011,928,109.28,33259.52
754796206,4/8/2012,9826,47.45,312368.54
400123631,11/7/2011,4329,47.45,137618.91
304687201,5/1/2016,2569,47.45,81668.51
170098245,3/19/2010,4705,421.89,1715866.45
668280589,3/28/2013,7932,421.89,2892721.08
291470563,5/30/2015,1472,81.73,83418.24
302216994,3/29/2012,1579,9.33,10926.68
683381211,12/11/2014,6542,205.7,766133.62
588137042,3/28/2017,1675,651.21,879308.0
589970815,7/13/2013,4329,81.73,245324.43
432681357,11/28/2010,8884,255.28,1416287.28
380379998,7/16/2017,1749,668.27,878942.46
767490565,2/23/2016,6368,109.28,228229.12
648749387,12/18/2012,8215,154.06,746989.95
949205291,10/11/2011,9794,9.33,67774.48
414219605,4/27/2017,5641,421.89,2057216.29
559466159,9/15/2016,7324,152.58,713650.56
720931279,11/18/2012,8441,152.58,822491.04
304913794,11/21/2013,9623,651.21,5051690.08
138025033,8/3/2013,3529,152.58,343865.76
217188823,10/19/2010,9854,109.28,353167.36
159641492,9/24/2012,320,421.89,116700.8
552931869,9/9/2016,3682,421.89,1342788.58
704921281,2/5/2013,727,152.58,70838.88
893783557,9/28/2012,9271,152.58,903366.24
118005025,10/30/2011,9164,651.21,4810733.44
146384513,12/4/2011,7285,152.58,709850.4
568033349,4/17/2015,2546,109.28,91248.64
142375361,2/19/2014,888,9.33,6144.96
849146878,11/30/2016,286,47.45,9091.94
238396728,11/27/2013,5744,81.73,325512.48
880486238,10/10/2011,4299,152.58,418894.56
916089236,7/28/2014,17,437.2,4476.61
806192052,2/28/2012,8998,205.7,1053755.78
182093513,5/17/2014,4372,205.7,512004.92
995404946,12/31/2016,1299,9.33,8989.08
768050181,1/28/2013,1971,47.45,62658.09
242265546,1/7/2012,614,9.33,4248.88
230599868,8/22/2012,8480,651.21,4451660.8
265914475,2/21/2015,8857,437.2,2332313.81
851383197,9/5/2016,2062,668.27,1036237.48
310492360,10/21/2015,444,81.73,25161.48
637040793,8/4/2015,3382,152.58,329542.08
745139825,12/8/2012,2288,47.45,72735.52
519213283,12/24/2016,5603,668.27,2815731.62
363997495,2/11/2015,3802,154.06,345715.86
754541289,12/19/2014,4390,81.73,248781.3
886205995,7/21/2017,6902,668.27,3468531.08
924665439,6/7/2013,7906,255.28,1260374.52
655905950,2/11/2017,6001,668.27,3015742.54
836226356,1/26/2010,6816,47.45,216680.64
942237985,9/25/2012,8013,668.27,4026853.02
520864665,8/20/2012,4284,205.7,501699.24
539342725,2/15/2013,2353,152.58,229276.32
235220992,3/26/2015,5974,255.28,952375.08
266360795,5/13/2013,933,205.7,109263.63
460935962,1/16/2014,49,255.28,7811.58
267432820,4/24/2010,8169,205.7,956671.59
104650199,10/1/2014,7174,205.7,840147.14
911699426,10/3/2010,975,437.2,256746.75
998004329,12/20/2016,514,255.28,81941.88
993301236,6/1/2015,8764,81.73,496655.88
697638976,3/26/2015,5731,154.06,521119.83
431378877,12/8/2011,3451,437.2,908751.83
585194766,2/25/2013,990,154.06,90020.7
270072972,8/9/2012,9449,81.73,535474.83
467312324,4/8/2016,6956,255.28,1108925.52
878524148,3/20/2016,3673,9.33,25417.16
375632274,11/28/2016,6792,437.2,1788537.36
150873029,3/13/2016,5537,9.33,38316.04
566795241,11/22/2016,6162,154.06,560310.66
706260240,5/4/2015,6954,81.73,394083.18
622441852,5/28/2012,3231,109.28,115799.04
888826406,7/1/2010,2340,47.45,74388.6
349212729,9/11/2016,8662,421.89,3158944.78
167712152,1/16/2016,8607,421.89,3138886.83
678748500,3/29/2014,5619,9.33,38883.48
937058103,7/16/2017,5171,668.27,2598634.34
967689788,7/28/2014,9767,109.28,350049.28
416004884,3/17/2010,3945,437.2,1038836.85
797677218,11/14/2013,9270,255.28,1477823.4
548693120,10/10/2013,9342,152.58,910284.48
875351417,2/8/2010,4791,9.33,33153.72
804263436,2/28/2012,8278,152.58,806608.32
332353007,11/22/2010,9495,437.2,2500318.35
876856458,8/29/2013,166,421.89,60538.54
325322616,3/12/2010,9046,154.06,822552.78
685612809,8/17/2013,6921,668.27,3478079.34
435900866,10/7/2011,1608,47.45,51118.32
374673116,7/4/2016,2956,255.28,471245.52
470728385,11/9/2013,7845,205.7,918727.95
313178002,12/6/2013,5185,47.45,164831.15
461445796,3/22/2016,920,81.73,52136.4
195268094,1/21/2014,3023,81.73,171313.41
664693725,12/24/2012,6499,152.58,633262.56
840084016,3/26/2012,8384,152.58,816936.96
662112796,9/24/2015,2745,437.2,722840.85
591766393,3/10/2013,5681,154.06,516573.33
260343635,6/12/2014,322,109.28,11540.48
719455850,7/27/2015,1829,421.89,667018.01
391026866,1/8/2017,2394,437.2,630412.02
917293012,1/30/2013,6241,81.73,353677.47
410803115,7/27/2017,4626,255.28,737476.92
204418504,9/3/2015,833,154.06,75744.69
801313006,2/15/2012,5180,81.73,293550.6
524972951,1/17/2013,17,421.89,6199.73
469197165,12/11/2013,4723,47.45,150144.17
448096978,9/18/2011,708,651.21,371671.68
346096217,5/10/2015,6417,109.28,229985.28
567931210,7/12/2012,2321,9.33,16061.32
688650786,8/7/2010,5926,668.27,2978052.04
803616273,7/30/2010,6768,255.28,1078954.56
178501498,11/15/2010,1415,152.58,137877.6
399292790,7/28/2010,8465,437.2,2229088.45
422288978,2/21/2014,3548,651.21,1862558.08
624101388,7/31/2011,4324,154.06,393181.32
551653850,1/1/2013,5488,205.7,642699.68
272182691,4/30/2014,3762,421.89,1371963.78
823236739,8/1/2016,2900,651.21,1522384.0
162677323,1/11/2014,8690,81.73,492462.3
818678271,6/25/2013,3948,668.27,1984027.92
439725911,4/7/2015,3524,9.33,24386.08
344619071,12/16/2016,9296,47.45,295519.84
572469079,2/6/2017,5177,255.28,825317.34
332699763,10/5/2011,2108,47.45,67013.32
255047452,10/30/2012,3064,152.58,298556.16
139560973,9/21/2014,8048,437.2,2119279.84
306601655,9/2/2012,9098,109.28,326072.32
246843326,6/12/2014,5280,47.45,167851.2
871272313,10/9/2013,7694,651.21,4039042.24
461187446,8/14/2016,4469,9.33,30925.48
518200051,1/22/2015,5766,437.2,1518360.78
814233958,7/23/2013,8777,47.45,279020.83
741525495,7/16/2017,2727,437.2,718100.91
662623488,7/11/2014,3870,421.89,1411350.3
560389268,2/22/2016,492,154.06,44737.56
487996661,9/13/2015,7911,9.33,54744.12
118931996,8/4/2015,3475,154.06,315981.75
996994102,3/10/2015,1565,437.2,412111.45
686294305,12/15/2014,8591,81.73,486851.97
421256434,11/20/2012,7995,255.28,1274562.9
156616818,2/4/2015,5252,9.33,36343.84
817424285,5/6/2010,2866,154.06,260605.38
249040162,2/1/2011,5373,205.7,629232.03
867138278,8/4/2011,4341,651.21,2278851.36
207704961,1/29/2015,3368,47.45,107068.72
377039039,6/14/2014,3085,154.06,280519.05
401751840,2/21/2011,6152,205.7,720460.72
278767192,5/25/2011,2262,109.28,81070.08
525321424,12/31/2014,3138,668.27,1576970.52
828963363,9/6/2011,7535,154.06,685157.55
497554337,7/28/2014,6240,109.28,223641.6
709268176,6/25/2011,7070,9.33,48924.4
462591207,3/1/2014,9873,152.58,962025.12
626322257,5/5/2016,1529,81.73,86648.43
789572656,12/24/2012,950,154.06,86383.5
611766231,2/26/2011,4077,255.28,649955.34
272639310,9/29/2011,8885,651.21,4664269.6
922240722,9/29/2012,379,9.33,2622.68
630931794,4/1/2013,5593,255.28,891636.06
239386355,4/20/2017,8597,651.21,4513081.12
208590734,8/19/2014,5488,109.28,196689.92
169843757,3/19/2015,9397,81.73,532527.99
274756753,9/9/2014,5484,205.7,642231.24
745253551,12/12/2013,5942,81.73,336733.14
523570477,7/23/2014,4994,205.7,584847.34
422256362,6/23/2015,3896,152.58,379626.24
874172532,10/2/2016,5933,668.27,2981569.82
582492816,9/11/2015,1423,668.27,715114.42
570703542,11/3/2010,2715,81.73,153859.05
132603538,11/6/2012,9188,437.2,2419476.04
882304131,11/25/2010,2254,205.7,263965.94
904229152,2/19/2014,355,255.28,56594.1
603114926,3/22/2010,3964,651.21,2080941.44
454010283,1/30/2014,587,152.58,57197.28
552276551,9/24/2011,9759,421.89,3559009.71
163587558,4/19/2016,8048,152.58,784197.12
873929631,2/25/2012,4053,47.45,128844.87
739601600,3/10/2011,3404,205.7,398642.44
137214791,11/2/2010,3761,437.2,990384.13
413693034,10/13/2013,9817,9.33,67933.64
736272656,12/12/2015,8296,9.33,57408.32
342502486,8/18/2010,2952,255.28,470607.84
790243852,2/10/2015,9572,437.2,2520594.76
107670581,5/1/2013,972,81.73,55083.24
443269002,3/13/2013,2003,668.27,1006587.62
415837943,2/23/2012,4543,255.28,724245.06
964488732,6/6/2016,2504,47.45,79602.16
398645198,5/26/2014,6828,255.28,1088519.76
248043668,8/29/2010,488,9.33,3376.96
312732970,8/17/2014,3490,437.2,919021.7
913074433,12/17/2013,7870,81.73,445992.9
639741885,4/18/2016,2695,668.27,1354345.3
403721654,6/29/2015,9064,651.21,4758237.44
286312568,7/9/2017,5106,109.28,182999.04
889125955,6/15/2014,983,9.33,6802.36
184085643,8/14/2010,3887,47.45,123567.73
263427960,9/20/2011,3042,9.33,21050.64
589701735,7/26/2012,4703,47.45,149508.37
245768296,5/12/2017,7155,154.06,650604.15
184801471,12/20/2011,5717,47.45,181743.43
980287587,8/30/2013,7736,255.28,1233273.12
576025474,3/25/2014,7593,255.28,1210476.06
136126458,6/2/2014,1699,152.58,165550.56
895014369,12/11/2011,3496,47.45,111137.84
107425534,1/21/2013,8458,47.45,268879.82
498408782,3/28/2014,9089,437.2,2393406.37
813325440,5/15/2012,9927,437.2,2614076.91
767849338,4/17/2017,2537,255.28,404448.54
597966802,12/7/2016,520,9.33,3598.4
609976661,8/20/2011,4504,81.73,255241.68
730490243,7/14/2010,7151,421.89,2607898.19
956431376,6/14/2012,8153,81.73,462030.51
905036389,11/20/2016,9234,205.7,1081393.74
263854110,7/30/2013,9149,421.89,3336548.81
140745866,12/6/2015,8684,255.28,1384403.28
813885486,8/10/2011,5656,109.28,202711.04
381759297,3/25/2012,9914,109.28,355317.76
613166129,10/21/2011,8338,437.2,2195645.54
197217309,6/11/2012,9839,152.58,958712.16
593336665,1/24/2014,359,109.28,12866.56
181260526,6/3/2017,7872,651.21,4132485.12
111037719,12/3/2012,7383,152.58,719399.52
253029572,9/3/2014,5928,651.21,3111962.88
547909915,9/17/2011,7574,109.28,271452.16
556665074,6/26/2016,8421,154.06,765721.53
810593879,4/1/2016,1597,668.27,802556.38
561307656,5/12/2014,2264,109.28,81141.76
930730235,4/15/2011,2614,437.2,688344.62
861097943,6/12/2016,6872,109.28,246292.48
264959609,10/18/2013,6291,152.58,612995.04
475176560,9/4/2010,4159,9.33,28780.28
194922626,2/7/2012,791,255.28,126101.22
447684133,8/14/2016,8538,152.58,831942.72
527259910,1/11/2012,6779,81.73,384165.93
247761285,7/3/2010,6925,47.45,220145.75
393612086,6/21/2013,7418,421.89,2705270.42
469548642,1/13/2016,8732,109.28,312954.88
950619781,7/17/2010,8373,9.33,57941.16
132186830,4/16/2013,5875,437.2,1547063.75
879923617,9/15/2014,7807,255.28,1244591.94
279816472,4/14/2014,2767,152.58,269616.48
888164222,3/20/2016,6385,47.45,202979.15
381578195,7/5/2010,6322,437.2,1664772.26
106982219,12/22/2014,7271,668.27,3653968.34
131612622,5/25/2010,5954,9.33,41201.68
593018233,12/11/2012,6128,152.58,597112.32
349060380,9/28/2016,3578,255.28,570404.76
127912890,9/26/2013,1122,668.27,563849.88
278062093,5/28/2011,3607,437.2,949831.31
318306815,4/26/2015,2915,9.33,20171.8
287758386,3/2/2016,2956,205.7,346177.16
295840632,1/6/2010,4672,9.33,32330.24
972289884,8/11/2016,1038,47.45,32998.02
317154967,12/9/2014,2058,154.06,187133.94
450797212,8/30/2015,9767,421.89,3561927.23
863890445,12/25/2010,3235,668.27,1625716.9
667420995,1/18/2010,3559,81.73,201688.53
842687690,5/26/2011,8869,154.06,806458.17
191301858,4/6/2014,9326,81.73,528504.42
285187327,10/22/2015,2123,205.7,248624.53
516580426,11/18/2013,6483,421.89,2364285.27
348029983,3/2/2011,8661,421.89,3158580.09
662397325,7/23/2011,6943,651.21,3644797.28
612856280,3/24/2016,6647,152.58,647683.68
772893178,1/2/2012,5122,47.45,162828.38
886306846,10/27/2013,6746,255.28,1075447.32
317208611,4/17/2014,7932,154.06,721256.76
300022304,6/2/2011,2122,255.28,338289.24
789484250,7/30/2011,4789,152.58,466640.16
910643279,12/22/2010,8438,205.7,988174.18
308860719,3/18/2014,7605,421.89,2773467.45
499810397,12/21/2015,3858,152.58,375923.52
819478642,8/18/2011,796,109.28,28528.64
674164283,12/10/2016,9048,255.28,1442432.16
890478646,6/24/2010,1275,205.7,149315.25
565345561,12/2/2013,7170,421.89,2614827.3
216001355,8/15/2011,8456,668.27,4249478.24
429994857,1/11/2016,3888,47.45,123599.52
515187394,4/6/2010,4253,651.21,2232654.88
749752795,2/23/2012,7368,651.21,3867905.28
132177388,11/7/2010,3081,47.45,97944.99
431260001,2/11/2015,8273,255.28,1318881.66
336111962,6/16/2012,1854,81.73,105066.18
406157100,7/13/2017,9766,81.73,553439.22
821131742,12/9/2015,9985,668.27,5017861.9
931084716,7/7/2013,7513,81.73,425761.71
606377351,8/25/2016,9388,255.28,1496634.96
687683475,4/1/2014,9677,154.06,879929.61
735989415,4/27/2011,4478,437.2,1179191.74
382594001,4/7/2010,6922,152.58,674479.68
679108560,6/11/2014,2169,668.27,1090009.26
947456920,9/30/2016,2412,47.45,76677.48
129875409,4/26/2011,1875,81.73,106256.25
838912856,7/11/2012,1811,255.28,288709.62
807430589,7/30/2012,5509,47.45,175131.11
538602435,8/19/2016,3284,651.21,1723968.64
155914723,3/29/2015,7486,9.33,51803.12
753166282,11/25/2011,7495,9.33,51865.4
344468438,8/27/2010,4721,255.28,752621.82
614245021,3/20/2013,7606,437.2,2002887.98
167232358,10/30/2014,6626,9.33,45851.92
378479278,2/15/2015,9284,152.58,904632.96
443347108,4/9/2015,5116,205.7,599134.76
527509677,7/10/2013,691,651.21,362747.36
416953313,10/29/2016,4606,47.45,146424.74
867976844,2/1/2014,2491,47.45,79188.89
457191598,9/23/2010,2008,154.06,182587.44
531521403,9/19/2016,7850,9.33,54322.0
258202588,12/23/2012,6738,651.21,3537180.48
674783980,9/2/2015,2430,152.58,236779.2
639126908,5/10/2011,710,205.7,83148.1
879405200,7/20/2014,4396,47.45,139748.84
844105184,4/20/2010,8337,47.45,265033.23
952025687,5/1/2011,4412,668.27,2217206.48
342278039,6/16/2016,6533,651.21,3429563.68
924286067,10/4/2013,5642,109.28,202209.28
627786099,7/18/2015,4712,109.28,168878.08
152826964,10/22/2015,3750,668.27,1884525.0
719769990,3/15/2010,4790,668.27,2407166.6
919289004,10/17/2013,6900,152.58,672336.0
762370336,9/23/2012,1179,255.28,187956.18
330312812,2/14/2013,5756,437.2,1515727.48
224727761,8/15/2014,793,205.7,92868.23
217539012,10/31/2013,3483,421.89,1270215.27
600982892,8/7/2016,3048,255.28,485912.16
837608230,3/3/2010,5744,154.06,522301.92
910276353,9/27/2013,9856,109.28,353239.04
872161090,4/28/2013,703,152.58,68500.32
396748769,1/15/2011,5632,47.45,179041.28
127838218,10/29/2013,9024,9.33,62446.08
329540765,9/21/2014,7290,47.45,231749.1
436280238,6/10/2011,3872,9.33,26794.24
402792966,7/4/2010,4244,255.28,676578.48
254127776,9/12/2015,911,154.06,82837.23
535645997,6/18/2016,8409,47.45,267322.11
963021457,1/25/2015,8304,109.28,297615.36
872240483,6/13/2014,4197,651.21,2203257.12
569601905,2/2/2015,6716,668.27,3375058.64
881717050,12/23/2010,8524,152.58,830578.56
905509746,10/20/2015,9311,668.27,4679149.94
258216321,6/23/2014,802,651.21,421017.92
427385604,6/15/2011,1752,421.89,638936.88
720878922,8/1/2012,2948,255.28,469970.16
516870105,3/27/2013,2205,9.33,15258.6
613845479,6/17/2017,9373,9.33,64861.16
980603873,7/17/2011,1332,205.7,155990.52
306256616,11/18/2012,6993,81.73,396293.31
950227534,11/2/2013,2298,668.27,1154836.92
392252957,2/22/2015,5222,205.7,611548.42
682381713,7/8/2014,768,81.73,43522.56
790975129,6/20/2011,5973,109.28,214072.32
658707034,3/13/2017,4904,437.2,1291370.32
746563756,4/12/2014,3661,437.2,964051.13
685844123,5/28/2012,5372,9.33,37174.24
628159463,12/9/2014,5199,109.28,186332.16
795433604,1/19/2015,5335,152.58,519842.4
129902875,4/24/2014,2,668.27,1005.08
344116103,10/23/2011,457,651.21,239906.72
970934617,1/15/2015,9984,152.58,972840.96
713532245,1/3/2014,8902,205.7,1042513.22
595395314,5/30/2014,9559,47.45,303880.61
810322654,1/15/2012,1335,205.7,156341.85
272425591,3/21/2011,5641,9.33,39035.72
666127955,7/8/2013,920,205.7,107741.2
596166074,1/13/2014,7644,255.28,1218606.48
537588775,7/19/2012,3320,81.73,188144.4
585757386,3/23/2010,7482,205.7,876217.02
906345736,11/21/2012,6699,47.45,212961.21
385340154,3/18/2012,9569,437.2,2519804.77
679039466,7/5/2012,1723,437.2,453717.59
364055001,5/13/2011,820,668.27,412082.8
787310588,4/21/2011,1554,255.28,247738.68
216042554,12/20/2015,647,109.28,23188.48
587799727,3/27/2011,1856,255.28,295883.52
760443437,12/13/2013,966,9.33,6684.72
562147510,10/11/2015,795,651.21,417343.2
341398274,3/7/2017,6191,152.58,603251.04
516994559,6/20/2015,9034,9.33,62515.28
228047692,2/27/2017,3235,47.45,102840.65
483981502,5/4/2010,9736,651.21,5111010.56
114532315,9/30/2014,1512,109.28,54190.08
719748961,3/23/2017,8567,9.33,59283.64
819992768,11/13/2012,2937,205.7,343952.07
805937564,1/7/2017,3690,437.2,971687.7
688569676,10/29/2015,1924,81.73,109033.08
549187934,7/17/2015,5769,437.2,1519150.77
989403665,5/25/2015,5386,109.28,193034.24
881140697,5/29/2012,7968,255.28,1270258.56
516635358,2/26/2012,2738,668.27,1375954.52
258436477,4/20/2017,5951,9.33,41180.92
989405381,6/22/2016,5894,9.33,40786.48
962715899,12/21/2010,7883,437.2,2075830.39
751854360,5/7/2010,9268,437.2,2440542.44
100619590,3/31/2014,4427,668.27,2224744.58
173122918,7/25/2015,9773,109.28,350264.32
403788173,11/16/2011,8748,668.27,4396219.92
747351682,7/24/2017,6825,9.33,47229.0
328862273,5/24/2013,6510,668.27,3271535.4
593681275,9/11/2011,2337,81.73,132437.79
357482516,7/28/2014,5875,47.45,186766.25
756252324,2/9/2010,723,9.33,5003.16
296289527,10/14/2013,7510,651.21,3942449.6
704205453,11/20/2011,8897,152.58,866923.68
176923930,8/30/2010,4577,205.7,536012.47
131681287,3/2/2010,6274,154.06,570494.82
256026351,11/13/2014,2742,9.33,18974.64
757820451,4/26/2015,4767,152.58,464496.48
115237414,9/27/2014,167,154.06,15185.31
926763570,11/25/2016,8790,109.28,315033.6
461197745,10/24/2015,7517,9.33,52017.64
107651269,11/11/2013,5258,668.27,2642355.32
425547969,9/11/2010,7955,47.45,252889.45
694624173,8/16/2014,3584,668.27,1801103.36
264928710,1/27/2016,7147,109.28,256148.48
806822907,4/8/2014,5683,668.27,2855934.82
460980594,2/13/2013,3257,205.7,381427.27
588388097,8/25/2017,5968,154.06,542670.24
820344245,12/16/2014,6947,47.45,220845.13
408460366,12/27/2015,1354,255.28,215854.68
474660289,10/6/2013,1382,255.28,220318.44
861180341,2/20/2010,1255,47.45,39896.45
580569350,7/3/2011,2227,47.45,70796.33
965688645,6/23/2010,7585,47.45,241127.15
719712054,10/17/2011,7645,47.45,243034.55
866125905,12/29/2013,4757,668.27,2390582.78
698729026,9/25/2012,8301,205.7,972130.11
931632745,5/2/2012,9687,668.27,4868104.98
549260890,3/25/2014,7358,205.7,861695.38
856349790,8/26/2013,1788,47.45,56840.52
527948272,5/21/2010,481,81.73,27258.27
559417665,2/28/2013,2973,154.06,270334.89
216431796,9/3/2012,5833,668.27,2931315.82
184976994,9/21/2015,7658,668.27,3848451.32
321352088,5/6/2011,4079,81.73,231156.93
102168405,5/29/2012,2756,9.33,19071.52
874349772,1/4/2014,8383,47.45,266495.57
905132520,12/9/2011,7681,154.06,698433.33
332065474,10/13/2014,4408,154.06,400819.44
713009965,12/16/2016,4348,668.27,2185043.92
976139819,7/22/2017,319,255.28,50854.98
569941365,11/26/2016,7170,255.28,1143041.4
813213431,7/31/2012,6781,205.7,794122.91
845067346,9/13/2010,3062,668.27,1538777.48
774926936,11/27/2014,6956,9.33,48135.52
332528531,8/22/2014,1437,47.45,45682.23
217920958,6/25/2011,6509,255.28,1037664.78
751465547,12/12/2015,4209,81.73,238524.03
523836123,3/22/2013,3605,109.28,129203.2
446019017,11/25/2011,5794,154.06,526848.42
599313056,8/29/2010,8906,651.21,4675293.76
685329568,7/29/2016,3104,81.73,175903.68
475992381,5/26/2011,5578,109.28,199915.52
263537824,9/13/2015,5553,421.89,2025123.57
410514724,4/10/2017,9284,651.21,4873728.64
899784409,1/18/2012,5057,47.45,160762.03
884520709,8/9/2016,8189,81.73,464070.63
938209950,3/16/2010,6028,81.73,341606.76
804650962,3/20/2015,2956,9.33,20455.52
747955071,10/25/2016,5382,109.28,192890.88
202546107,11/10/2012,6749,154.06,613686.57
923160398,6/15/2017,2531,109.28,90711.04
234846770,7/6/2011,5233,9.33,36212.36
482966554,11/28/2014,9391,651.21,4929899.36
483193576,8/18/2014,6572,9.33,45478.24
471514165,11/23/2013,374,154.06,34007.82
754227149,11/24/2012,1429,651.21,750167.84
357943856,3/17/2013,2396,255.28,381970.32
179588115,8/23/2013,2969,81.73,168253.23
736396253,11/5/2013,4870,421.89,1776040.3
815917098,2/13/2011,6856,437.2,1805390.48
626011979,1/11/2011,9711,109.28,348042.24
444854724,8/26/2016,1253,81.73,71007.51
170931661,11/25/2016,1332,421.89,485767.08
673041617,3/15/2013,6826,668.27,3430338.04
640295922,4/3/2015,6647,255.28,1059664.74
632118403,7/15/2015,6737,154.06,612595.41
828245389,8/27/2014,5071,651.21,2662072.16
578725707,8/9/2010,6652,205.7,779015.72
653920686,1/18/2010,8517,152.58,829896.48
994504153,1/13/2017,4734,9.33,32759.28
261462438,11/10/2013,1400,668.27,703556.0
786094367,5/8/2010,1647,668.27,827683.38
920011270,6/12/2017,634,421.89,231213.46
885136973,1/11/2013,555,154.06,50466.15
523707807,12/16/2013,5633,154.06,512208.69
648272597,10/2/2011,7122,668.27,3579089.88
791692674,11/24/2013,8310,9.33,57505.2
557141864,2/16/2010,9513,255.28,1516562.46
968106496,2/17/2014,3080,668.27,1547823.2
418385398,12/24/2013,8392,9.33,58072.64
522089898,11/11/2013,6858,9.33,47457.36
263643825,6/29/2015,6921,154.06,629326.53
947783505,10/27/2013,9056,255.28,1443707.52
349557769,5/6/2016,767,668.27,385448.18
364327943,8/26/2016,1589,109.28,56949.76
257767856,1/3/2013,8092,81.73,458573.64
715863835,1/26/2012,8872,154.06,806730.96
694914710,9/25/2010,9560,437.2,2517434.8
571531808,2/22/2014,7818,255.28,1246345.56
792638957,2/17/2017,8336,205.7,976228.96
525472486,11/23/2015,7840,255.28,1249852.8
807581222,4/25/2011,85,152.58,8282.4
496826493,12/11/2012,855,9.33,5916.6
321382129,3/4/2012,2969,152.58,289299.36
629734456,3/6/2017,1274,9.33,8816.08
940682303,2/9/2010,7652,205.7,896125.72
393336999,5/14/2012,6014,81.73,340813.38
897122371,6/13/2012,7300,9.33,50516.0
381774747,10/23/2014,4486,9.33,31043.12
447342956,9/21/2013,7576,255.28,1207765.92
514188325,1/2/2012,8607,154.06,782634.51
972984683,5/30/2017,6644,421.89,2423000.36
934718358,12/16/2015,2789,154.06,253603.77
480688178,11/24/2013,5169,152.58,503667.36
