Order ID,Region,Country
582492816,Australia and Oceania,Papua New Guinea
570703542,Europe,Iceland
132603538,Europe,Hungary
882304131,Central America and the Caribbean,Panama
904229152,Middle East and North Africa,Tunisia 
603114926,Middle East and North Africa,Iraq
454010283,Sub-Saharan Africa,Liberia
552276551,Europe,Czech Republic
163587558,Europe,Macedonia
739601600,Sub-Saharan Africa,Mauritania
137214791,Sub-Saharan Africa,Nigeria
413693034,Sub-Saharan Africa,Tanzania
736272656,Asia,Laos
342502486,Sub-Saharan Africa,Nigeria
790243852,Central America and the Caribbean,Dominica
107670581,Asia,Malaysia
443269002,Australia and Oceania,Nauru
415837943,Europe,Andorra
398645198,Europe,Hungary
248043668,Sub-Saharan Africa,Burundi
312732970,North America,Canada
913074433,Europe,Latvia
639741885,Middle East and North Africa,Iraq
403721654,Sub-Saharan Africa,Angola
286312568,Asia,Bhutan
889125955,Europe,Andorra
263427960,Europe,Austria
245768296,Asia,Bhutan
980287587,Australia and Oceania,Solomon Islands
576025474,Middle East and North Africa,Tunisia 
136126458,Asia,Bangladesh
498408782,Sub-Saharan Africa,Niger
813325440,Sub-Saharan Africa,Benin
767849338,Sub-Saharan Africa,The Gambia
597966802,Middle East and North Africa,Algeria
609976661,Middle East and North Africa,United Arab Emirates
730490243,Europe,Liechtenstein
956431376,Middle East and North Africa,Yemen
905036389,Europe,Poland
263854110,Australia and Oceania,Federated States of Micronesia
140745866,Central America and the Caribbean,Honduras
813885486,Sub-Saharan Africa,Djibouti
381759297,Europe,Montenegro
613166129,Europe,Belarus
197217309,Sub-Saharan Africa,Democratic Republic of the Congo
593336665,Central America and the Caribbean,The Bahamas
181260526,Europe,Ukraine
111037719,Sub-Saharan Africa,Chad
253029572,Asia,Tajikistan
547909915,Middle East and North Africa,Algeria
556665074,Asia,Myanmar
810593879,Central America and the Caribbean,Dominican Republic
561307656,Middle East and North Africa,Oman
930730235,Australia and Oceania,Fiji
861097943,Central America and the Caribbean,Barbados
264959609,Europe,Georgia
475176560,Europe,Malta
194922626,Europe,Armenia
447684133,Europe,France
527259910,Europe,Liechtenstein
393612086,Central America and the Caribbean,Nicaragua
469548642,Sub-Saharan Africa,Rwanda
950619781,Asia,Vietnam
132186830,Sub-Saharan Africa,Guinea
879923617,Europe,Hungary
279816472,Europe,Portugal
381578195,Sub-Saharan Africa,Cote d'Ivoire
106982219,Sub-Saharan Africa,Uganda
131612622,Central America and the Caribbean,Haiti
593018233,Europe,Cyprus
349060380,Europe,Macedonia
127912890,Central America and the Caribbean,Trinidad and Tobago
278062093,Sub-Saharan Africa,Cape Verde
318306815,Central America and the Caribbean,Costa Rica
287758386,Middle East and North Africa,Somalia
295840632,Asia,Brunei
317154967,Middle East and North Africa,Afghanistan
450797212,Central America and the Caribbean,Guatemala
863890445,Europe,Latvia
667420995,Europe,Armenia
842687690,Europe,Montenegro
191301858,Australia and Oceania,East Timor
285187327,Middle East and North Africa,Lebanon
516580426,Central America and the Caribbean,Grenada
348029983,Sub-Saharan Africa,Seychelles 
662397325,Central America and the Caribbean,Grenada
612856280,Sub-Saharan Africa,Nigeria
886306846,Sub-Saharan Africa,Mauritius 
317208611,Asia,Indonesia
300022304,Sub-Saharan Africa,Republic of the Congo
789484250,Europe,Czech Republic
910643279,Sub-Saharan Africa,Republic of the Congo
308860719,Central America and the Caribbean,Saint Kitts and Nevis 
499810397,Middle East and North Africa,Somalia
819478642,North America,Greenland
674164283,Australia and Oceania,Palau
890478646,Sub-Saharan Africa,Mauritius 
565345561,Sub-Saharan Africa,Mauritania
216001355,North America,Canada
515187394,Australia and Oceania,Solomon Islands
749752795,Sub-Saharan Africa,Nigeria
431260001,Asia,Thailand
336111962,Europe,Vatican City
406157100,Sub-Saharan Africa,Equatorial Guinea
821131742,Europe,San Marino
931084716,Sub-Saharan Africa,Sao Tome and Principe
606377351,Sub-Saharan Africa,Seychelles 
687683475,Sub-Saharan Africa,Togo
735989415,Middle East and North Africa,Somalia
382594001,Central America and the Caribbean,Antigua and Barbuda 
679108560,Europe,Liechtenstein
129875409,Europe,Lithuania
838912856,Central America and the Caribbean,Panama
538602435,Sub-Saharan Africa,Angola
155914723,Europe,Ireland
753166282,Europe,Spain
344468438,Sub-Saharan Africa,Chad
614245021,Asia,Malaysia
167232358,Central America and the Caribbean,Belize
378479278,Central America and the Caribbean,Antigua and Barbuda 
443347108,Europe,Andorra
527509677,Europe,Iceland
457191598,Sub-Saharan Africa,Burkina Faso
531521403,Australia and Oceania,Solomon Islands
258202588,Middle East and North Africa,Oman
674783980,Sub-Saharan Africa,Sierra Leone
639126908,Europe,Bosnia and Herzegovina
952025687,Australia and Oceania,Kiribati
342278039,Central America and the Caribbean,Costa Rica
924286067,Sub-Saharan Africa,Democratic Republic of the Congo
627786099,Central America and the Caribbean,Grenada
152826964,Sub-Saharan Africa,Mozambique
719769990,Sub-Saharan Africa,Sudan
919289004,Sub-Saharan Africa,Benin
762370336,Australia and Oceania,Palau
330312812,Australia and Oceania,Fiji
224727761,Central America and the Caribbean,Saint Lucia
217539012,North America,Mexico
600982892,Australia and Oceania,Samoa 
837608230,Sub-Saharan Africa,Botswana
910276353,Middle East and North Africa,Turkey
872161090,Sub-Saharan Africa,Ethiopia
127838218,Europe,Netherlands
436280238,Sub-Saharan Africa,Cameroon
402792966,Central America and the Caribbean,Cuba
254127776,Sub-Saharan Africa,Angola
963021457,Sub-Saharan Africa,Kenya
872240483,Australia and Oceania,Tonga
569601905,Sub-Saharan Africa,Democratic Republic of the Congo
881717050,Europe,Belgium
905509746,Europe,Macedonia
258216321,Sub-Saharan Africa,Botswana
427385604,Asia,Japan
720878922,Europe,Liechtenstein
516870105,Asia,Brunei
613845479,Asia,Japan
980603873,Asia,Cambodia
306256616,Europe,Italy
950227534,Australia and Oceania,Samoa 
392252957,Europe,Spain
682381713,Asia,Kyrgyzstan
790975129,Sub-Saharan Africa,Benin
658707034,Sub-Saharan Africa,Chad
746563756,Europe,Norway
685844123,Central America and the Caribbean,Cuba
628159463,Central America and the Caribbean,Saint Vincent and the Grenadines
795433604,Central America and the Caribbean,Haiti
129902875,Europe,Bulgaria
344116103,Australia and Oceania,Samoa 
970934617,Sub-Saharan Africa,Equatorial Guinea
713532245,Asia,Philippines
810322654,Central America and the Caribbean,Trinidad and Tobago
272425591,Europe,Denmark
666127955,Central America and the Caribbean,Costa Rica
596166074,Europe,Germany
537588775,Asia,India
585757386,Sub-Saharan Africa,Sao Tome and Principe
385340154,Europe,Germany
679039466,Europe,Sweden
364055001,Sub-Saharan Africa,Cameroon
787310588,Asia,Tajikistan
216042554,Sub-Saharan Africa,Swaziland
587799727,Europe,San Marino
760443437,Middle East and North Africa,United Arab Emirates
562147510,Asia,Bangladesh
341398274,Europe,Georgia
516994559,Europe,Greece
483981502,Europe,Slovenia
114532315,Middle East and North Africa,Azerbaijan
719748961,Central America and the Caribbean,Barbados
819992768,Middle East and North Africa,Oman
805937564,Asia,Bhutan
688569676,Sub-Saharan Africa,Chad
549187934,Europe,Slovakia
989403665,Europe,Macedonia
881140697,Australia and Oceania,Federated States of Micronesia
516635358,Europe,Lithuania
258436477,North America,United States of America
989405381,Australia and Oceania,Samoa 
962715899,Sub-Saharan Africa,Republic of the Congo
751854360,Sub-Saharan Africa,Botswana
100619590,Asia,Uzbekistan
173122918,Europe,Belarus
403788173,Sub-Saharan Africa,Cote d'Ivoire
747351682,Sub-Saharan Africa,Togo
328862273,Sub-Saharan Africa,Benin
593681275,Sub-Saharan Africa,Kenya
756252324,Europe,Slovenia
296289527,North America,United States of America
704205453,Sub-Saharan Africa,Rwanda
176923930,Asia,Myanmar
131681287,Sub-Saharan Africa,South Africa
256026351,Middle East and North Africa,Iraq
757820451,Sub-Saharan Africa,Sudan
115237414,Middle East and North Africa,Tunisia 
926763570,Europe,Monaco
461197745,Australia and Oceania,Samoa 
107651269,Europe,Croatia
694624173,Central America and the Caribbean,Cuba
264928710,Europe,Estonia
806822907,North America,Greenland
460980594,Central America and the Caribbean,Costa Rica
588388097,Sub-Saharan Africa,Cote d'Ivoire
408460366,Australia and Oceania,New Zealand
474660289,North America,United States of America
866125905,Central America and the Caribbean,Panama
698729026,Sub-Saharan Africa,South Sudan
931632745,Asia,China
549260890,Asia,Vietnam
527948272,Central America and the Caribbean,Belize
559417665,Europe,Serbia
216431796,Central America and the Caribbean,Cuba
184976994,Europe,Liechtenstein
321352088,Sub-Saharan Africa,Senegal
102168405,Sub-Saharan Africa,Ghana
905132520,Central America and the Caribbean,Jamaica
332065474,Middle East and North Africa,Afghanistan
713009965,Europe,Andorra
976139819,Sub-Saharan Africa,Ghana
569941365,Europe,Andorra
813213431,Sub-Saharan Africa,Sao Tome and Principe
845067346,Europe,Malta
774926936,Europe,Czech Republic
217920958,Europe,Hungary
751465547,Central America and the Caribbean,Honduras
523836123,Europe,Lithuania
446019017,Europe,Ukraine
599313056,Asia,Sri Lanka
685329568,Middle East and North Africa,United Arab Emirates
475992381,Europe,Luxembourg
263537824,Sub-Saharan Africa,Zambia
410514724,Europe,Serbia
884520709,Sub-Saharan Africa,Ethiopia
938209950,Europe,Germany
804650962,Sub-Saharan Africa,Swaziland
747955071,Europe,Ukraine
202546107,Sub-Saharan Africa,Mozambique
923160398,Europe,Andorra
234846770,Sub-Saharan Africa,Equatorial Guinea
482966554,Australia and Oceania,Federated States of Micronesia
483193576,Asia,Kazakhstan
471514165,Asia,Laos
754227149,Europe,Monaco
357943856,Europe,Norway
179588115,Sub-Saharan Africa,Mauritius 
736396253,Asia,Uzbekistan
815917098,Europe,Ireland
626011979,Europe,Monaco
444854724,North America,United States of America
170931661,Sub-Saharan Africa,Swaziland
673041617,Australia and Oceania,Tuvalu
640295922,Europe,Bosnia and Herzegovina
632118403,Central America and the Caribbean,Saint Kitts and Nevis 
828245389,Sub-Saharan Africa,Cote d'Ivoire
578725707,Sub-Saharan Africa,Botswana
653920686,Europe,Romania
994504153,Europe,Sweden
261462438,Asia,Laos
786094367,Sub-Saharan Africa,Mauritius 
920011270,Europe,Czech Republic
885136973,North America,Mexico
523707807,Europe,Bosnia and Herzegovina
648272597,Sub-Saharan Africa,Sao Tome and Principe
791692674,Europe,Belgium
557141864,Middle East and North Africa,Bahrain
968106496,Sub-Saharan Africa,Senegal
418385398,Middle East and North Africa,Bahrain
522089898,Sub-Saharan Africa,Kenya
263643825,Sub-Saharan Africa,Guinea-Bissau
947783505,Asia,Tajikistan
349557769,Middle East and North Africa,Egypt
364327943,Middle East and North Africa,Iran
257767856,Sub-Saharan Africa,Kenya
715863835,Europe,Sweden
694914710,Europe,Albania
571531808,Sub-Saharan Africa,Togo
792638957,Central America and the Caribbean,Dominica
525472486,Europe,Macedonia
807581222,Sub-Saharan Africa,Sudan
496826493,Europe,Georgia
321382129,Central America and the Caribbean,El Salvador
629734456,Middle East and North Africa,United Arab Emirates
940682303,Europe,Liechtenstein
393336999,Australia and Oceania,Marshall Islands
897122371,Middle East and North Africa,Pakistan
381774747,Europe,Norway
447342956,Middle East and North Africa,Saudi Arabia
514188325,Asia,Maldives
972984683,Sub-Saharan Africa,Sierra Leone
934718358,Europe,Ireland
480688178,Sub-Saharan Africa,Madagascar
212505471,Middle East and North Africa,Bahrain
802094066,Australia and Oceania,Marshall Islands
741690289,Europe,Romania
393842971,Europe,Serbia
641413438,Central America and the Caribbean,Grenada
637575519,Sub-Saharan Africa,Rwanda
955815541,Asia,Taiwan
439932334,Sub-Saharan Africa,Chad
254037225,Sub-Saharan Africa,Malawi
732554042,Australia and Oceania,Tonga
930219113,Sub-Saharan Africa,Democratic Republic of the Congo
203501832,Middle East and North Africa,Iran
440154635,Sub-Saharan Africa,Guinea-Bissau
918026006,Sub-Saharan Africa,Chad
143414771,Europe,Ireland
742932260,Asia,Taiwan
913502299,Central America and the Caribbean,Haiti
272361218,Europe,Portugal
307057845,Central America and the Caribbean,Saint Lucia
605722033,Sub-Saharan Africa,Zambia
146349751,Europe,Lithuania
716135489,Asia,Malaysia
104190576,Europe,Georgia
669938838,Asia,Laos
793116605,Australia and Oceania,Kiribati
723772704,Asia,Laos
332268464,Europe,Poland
459277713,Europe,Spain
665786778,Europe,Romania
583094489,Asia,Indonesia
362812173,Sub-Saharan Africa,Ghana
226863658,Central America and the Caribbean,Grenada
917485272,Europe,Latvia
547225844,Europe,Ireland
448946702,Sub-Saharan Africa,Botswana
225821673,Sub-Saharan Africa,Liberia
869291770,Europe,Switzerland
843797051,Central America and the Caribbean,El Salvador
709276759,Europe,Romania
870467221,Asia,Nepal
902417266,Sub-Saharan Africa,Niger
900488221,Australia and Oceania,Kiribati
130353915,Asia,Indonesia
178000676,Sub-Saharan Africa,Botswana
872145211,Asia,Philippines
542178142,Sub-Saharan Africa,Zambia
214346969,Sub-Saharan Africa,Burkina Faso
111893022,Europe,Slovenia
520777547,Europe,Bulgaria
899401175,Asia,Brunei
672856652,Europe,Vatican City
850567805,Middle East and North Africa,Iraq
262270963,Middle East and North Africa,Jordan
508014953,Middle East and North Africa,Bahrain
108161103,Central America and the Caribbean,Grenada
353383243,Europe,Kosovo
354667699,Europe,Croatia
193313300,North America,Greenland
959445750,North America,Canada
151092755,Asia,Nepal
208421218,North America,Mexico
214292466,Europe,Switzerland
221880328,Asia,Bangladesh
806463706,Central America and the Caribbean,Cuba
491369378,Middle East and North Africa,Algeria
193811976,Middle East and North Africa,Morocco
768527829,Middle East and North Africa,Qatar
655287110,Europe,Portugal
228365695,Central America and the Caribbean,Barbados
295787847,Europe,Liechtenstein
263852393,Europe,Kosovo
578666484,Europe,Russia
539576184,Sub-Saharan Africa,Sao Tome and Principe
529448592,Australia and Oceania,Samoa 
756145036,Sub-Saharan Africa,Republic of the Congo
597839343,Europe,Denmark
853017842,Australia and Oceania,Tonga
590479362,Middle East and North Africa,Oman
299335229,Europe,Romania
539009273,Central America and the Caribbean,The Bahamas
589237821,Middle East and North Africa,Libya
700069701,Europe,Vatican City
741866242,Europe,Ukraine
655301272,Central America and the Caribbean,Antigua and Barbuda 
211344611,Europe,Bulgaria
299840342,Sub-Saharan Africa,Cote d'Ivoire
242512738,Central America and the Caribbean,Antigua and Barbuda 
277429091,Australia and Oceania,Samoa 
837450730,Asia,Sri Lanka
625751483,Europe,San Marino
665817677,Europe,Serbia
251448142,Australia and Oceania,Australia
996754205,Europe,Russia
986159694,Middle East and North Africa,Pakistan
624400937,Asia,Turkmenistan
386526763,Central America and the Caribbean,The Bahamas
367898499,Sub-Saharan Africa,Gabon
734189975,Europe,Germany
371387517,Sub-Saharan Africa,Togo
104008615,Europe,Germany
159902417,Middle East and North Africa,Kuwait
352362716,North America,Greenland
305616748,Europe,Montenegro
243070638,Europe,Malta
689370048,Sub-Saharan Africa,Cameroon
874017179,Australia and Oceania,Tuvalu
399936950,Middle East and North Africa,Azerbaijan
433383882,Middle East and North Africa,Jordan
465031802,Australia and Oceania,Solomon Islands
505867040,Europe,Bulgaria
637188422,Europe,France
560607278,Middle East and North Africa,Algeria
948047435,Middle East and North Africa,Israel
291745221,Sub-Saharan Africa,Guinea-Bissau
754249465,Sub-Saharan Africa,Benin
518421494,Europe,San Marino
537435138,Middle East and North Africa,Pakistan
104245078,Europe,United Kingdom
386319911,Europe,Spain
438086545,Sub-Saharan Africa,Madagascar
740300261,Europe,Cyprus
938322389,Sub-Saharan Africa,Mauritania
747826755,Europe,Macedonia
404799687,Middle East and North Africa,Azerbaijan
215540015,Europe,Romania
106659066,Central America and the Caribbean,Saint Kitts and Nevis 
975080668,Europe,Kosovo
638041150,Europe,Bosnia and Herzegovina
583089339,Europe,Greece
118086564,Europe,Norway
421206653,Sub-Saharan Africa,Mauritius 
490935933,Central America and the Caribbean,Nicaragua
296073234,Europe,Malta
325729882,Central America and the Caribbean,Saint Lucia
239329707,Asia,Sri Lanka
507616698,Asia,North Korea
982714021,Central America and the Caribbean,Nicaragua
682574832,Sub-Saharan Africa,Botswana
968185460,Europe,Poland
570844733,Central America and the Caribbean,Saint Vincent and the Grenadines
542163980,Sub-Saharan Africa,Mauritius 
204067027,Sub-Saharan Africa,Zambia
298790204,Sub-Saharan Africa,Guinea
738882339,Central America and the Caribbean,Nicaragua
157204759,Central America and the Caribbean,Haiti
856931293,Middle East and North Africa,Qatar
261548268,Sub-Saharan Africa,Tanzania
364854514,Europe,Kosovo
980961358,Europe,Luxembourg
194292628,Asia,Japan
209584653,Middle East and North Africa,Qatar
601886260,Europe,France
566558778,Central America and the Caribbean,Saint Kitts and Nevis 
269276034,Sub-Saharan Africa,Eritrea
396024358,Middle East and North Africa,Jordan
803102576,Sub-Saharan Africa,Togo
967122018,Sub-Saharan Africa,Burundi
435006511,Sub-Saharan Africa,Ethiopia
173992383,Middle East and North Africa,Iran
321628463,Europe,Poland
635776078,Australia and Oceania,Palau
944609057,Europe,Portugal
696613729,Central America and the Caribbean,El Salvador
310588920,Europe,Malta
725645959,Sub-Saharan Africa,South Sudan
251208674,Europe,Armenia
417013394,Sub-Saharan Africa,Senegal
589856660,Sub-Saharan Africa,Nigeria
407930362,Central America and the Caribbean,Nicaragua
488316380,Europe,Greece
912313544,Middle East and North Africa,Oman
767899119,Sub-Saharan Africa,Togo
263647687,Europe,Vatican City
653800523,Europe,Switzerland
684239947,Europe,Sweden
896132314,Sub-Saharan Africa,Eritrea
133276450,Europe,Vatican City
459783685,Asia,Indonesia
410077846,Sub-Saharan Africa,Rwanda
838895261,Europe,Moldova 
871284759,Central America and the Caribbean,Saint Kitts and Nevis 
152607667,Middle East and North Africa,Qatar
198537814,Europe,Denmark
345061528,Australia and Oceania,Tonga
898477637,Central America and the Caribbean,Grenada
885397469,Europe,Slovenia
302744853,Europe,Hungary
211278092,Middle East and North Africa,Syria
975823962,Europe,Greece
860104024,Europe,Denmark
732917106,Sub-Saharan Africa,Cape Verde
183374536,Sub-Saharan Africa,Sudan
670900142,Sub-Saharan Africa,Cote d'Ivoire
575230252,Australia and Oceania,Kiribati
146413695,Central America and the Caribbean,Panama
154811799,Sub-Saharan Africa,Mali
541098392,Sub-Saharan Africa,Sao Tome and Principe
866259801,Asia,Kazakhstan
761594855,Asia,North Korea
378714883,Europe,Montenegro
839543712,Middle East and North Africa,Azerbaijan
131585586,Europe,France
208208787,Middle East and North Africa,Iran
919361102,Asia,Kazakhstan
588528859,Europe,Greece
796418511,Europe,Macedonia
133675563,Australia and Oceania,Australia
526018369,Europe,Kosovo
648495757,Middle East and North Africa,Kuwait
596469056,Central America and the Caribbean,Dominica
535612094,Middle East and North Africa,Jordan
251911199,North America,Mexico
501665198,Central America and the Caribbean,Belize
578295695,Middle East and North Africa,United Arab Emirates
919332349,Middle East and North Africa,Pakistan
644592607,Europe,Belarus
514851367,North America,Greenland
981406819,Sub-Saharan Africa,Niger
498915612,Central America and the Caribbean,Saint Vincent and the Grenadines
598404109,Europe,Moldova 
691259610,Sub-Saharan Africa,Lesotho
577530944,Europe,Czech Republic
577579438,North America,United States of America
182078921,Europe,Finland
302015721,Europe,Serbia
118688666,Middle East and North Africa,Afghanistan
233709084,Europe,Latvia
419000804,Sub-Saharan Africa,Burkina Faso
966800153,Europe,Estonia
439655959,Asia,Singapore
620429551,Central America and the Caribbean,Grenada
662294757,Sub-Saharan Africa,Sao Tome and Principe
238737905,Sub-Saharan Africa,Ethiopia
893557822,Central America and the Caribbean,Dominican Republic
190865838,Central America and the Caribbean,Belize
265085780,Middle East and North Africa,Turkey
170953977,Asia,Tajikistan
833519256,Asia,China
998142945,Sub-Saharan Africa,Chad
380498874,Europe,Bulgaria
116573369,Sub-Saharan Africa,Sierra Leone
512665259,Sub-Saharan Africa,Malawi
595385873,Europe,Luxembourg
361659038,Europe,Luxembourg
328721082,Europe,Kosovo
184120833,Europe,Denmark
135719621,Asia,Singapore
461691272,Australia and Oceania,Samoa 
160522115,Asia,Philippines
101010978,Asia,China
772269189,Middle East and North Africa,Iraq
933720576,Europe,Liechtenstein
765101468,Europe,Latvia
516460692,Europe,Armenia
958159577,Asia,North Korea
230871951,Asia,Nepal
595584142,Sub-Saharan Africa,Cape Verde
783594977,Europe,Ukraine
946515786,Asia,Tajikistan
406270396,Europe,Romania
805095136,Europe,Kosovo
255538833,Asia,Thailand
990462815,Sub-Saharan Africa,Madagascar
813040912,Australia and Oceania,Australia
746759450,Sub-Saharan Africa,Tanzania
985417258,Europe,United Kingdom
443125665,Europe,Serbia
804308497,Sub-Saharan Africa,Seychelles 
673702085,Central America and the Caribbean,Honduras
526355254,Asia,Sri Lanka
457629334,Central America and the Caribbean,Dominican Republic
633198153,Sub-Saharan Africa,Central African Republic
839048039,Australia and Oceania,New Zealand
387098824,Europe,United Kingdom
552834880,Sub-Saharan Africa,Niger
595922315,Europe,Denmark
653909957,Europe,Slovakia
816343677,Sub-Saharan Africa,Burkina Faso
197449910,Asia,Turkmenistan
846776664,Asia,Myanmar
776849544,Central America and the Caribbean,Saint Kitts and Nevis 
796755826,Sub-Saharan Africa,Guinea-Bissau
863202941,Europe,Sweden
396552217,Europe,Cyprus
846965062,Sub-Saharan Africa,Benin
956313788,Middle East and North Africa,Afghanistan
717134988,Central America and the Caribbean,Haiti
801352488,Europe,United Kingdom
601202619,Middle East and North Africa,Libya
479234206,Europe,Luxembourg
418308579,Sub-Saharan Africa,The Gambia
471599566,Middle East and North Africa,Turkey
312593495,Sub-Saharan Africa,Mauritania
585089194,Sub-Saharan Africa,Democratic Republic of the Congo
653197991,Middle East and North Africa,Egypt
851343715,Sub-Saharan Africa,Djibouti
234262692,Sub-Saharan Africa,South Sudan
627003753,Europe,Romania
774928224,Middle East and North Africa,Syria
393709933,Europe,France
619335210,Sub-Saharan Africa,Mauritius 
858102881,Asia,Kyrgyzstan
251823222,Europe,United Kingdom
820936048,Asia,India
631511580,Sub-Saharan Africa,Zambia
791411149,Asia,India
192190206,Australia and Oceania,Fiji
200354850,Europe,Macedonia
292413842,North America,United States of America
786222684,Australia and Oceania,Australia
717757689,Australia and Oceania,Tuvalu
692757356,Europe,Germany
651895511,Europe,Liechtenstein
156158483,Europe,Lithuania
636845099,Asia,Japan
445566689,Sub-Saharan Africa,Sierra Leone
704247081,Sub-Saharan Africa,Nigeria
210742080,Australia and Oceania,Papua New Guinea
703966844,Europe,Serbia
537970721,Sub-Saharan Africa,Senegal
736240041,Europe,Slovenia
592573630,Middle East and North Africa,Iraq
821082818,Central America and the Caribbean,Haiti
406191432,Sub-Saharan Africa,Sierra Leone
652635800,Sub-Saharan Africa,Uganda
235464751,Asia,Myanmar
150039613,Sub-Saharan Africa,Angola
562034213,Middle East and North Africa,Yemen
357434880,Europe,Montenegro
292540442,Asia,Myanmar
743962228,Asia,Indonesia
358624064,Europe,Russia
103762280,Europe,Spain
116925704,Central America and the Caribbean,El Salvador
155975663,Asia,Uzbekistan
949085986,Sub-Saharan Africa,Sudan
144743001,Europe,Slovenia
861745536,Asia,Brunei
786544978,Sub-Saharan Africa,Zambia
733502042,Sub-Saharan Africa,Namibia
980124938,Sub-Saharan Africa,Ethiopia
946774995,Middle East and North Africa,Azerbaijan
124126040,Australia and Oceania,Nauru
725188910,Middle East and North Africa,Lebanon
114954173,Europe,Malta
966855084,Middle East and North Africa,Afghanistan
350062453,Sub-Saharan Africa,Liberia
947437608,Australia and Oceania,Solomon Islands
217699086,Australia and Oceania,Kiribati
107870566,Sub-Saharan Africa,Zambia
946780145,Sub-Saharan Africa,Namibia
368851649,Middle East and North Africa,Yemen
128821408,Sub-Saharan Africa,Cape Verde
251738250,Australia and Oceania,Samoa 
382963502,Sub-Saharan Africa,Rwanda
953347051,Sub-Saharan Africa,Mozambique
134790503,Europe,Italy
409112679,Europe,Montenegro
873237407,Sub-Saharan Africa,Cameroon
244401013,Sub-Saharan Africa,Djibouti
910152328,North America,United States of America
727175891,Europe,Italy
955108296,Sub-Saharan Africa,Mozambique
130948722,Sub-Saharan Africa,South Africa
543808495,Australia and Oceania,Papua New Guinea
953111445,Australia and Oceania,Marshall Islands
638593900,Europe,Sweden
750304687,Sub-Saharan Africa,Ghana
258605134,Sub-Saharan Africa,Cote d'Ivoire
904169070,Sub-Saharan Africa,Guinea
447982823,Middle East and North Africa,Iraq
321345221,Central America and the Caribbean,Nicaragua
636400067,Middle East and North Africa,United Arab Emirates
897195327,Sub-Saharan Africa,South Africa
248720872,Middle East and North Africa,Saudi Arabia
994150531,Sub-Saharan Africa,Seychelles 
556970632,Middle East and North Africa,Afghanistan
130289971,Sub-Saharan Africa,Mali
739324367,Australia and Oceania,Fiji
462819516,Middle East and North Africa,Turkey
675824248,Asia,Thailand
573699891,Sub-Saharan Africa,Madagascar
322120273,Sub-Saharan Africa,Uganda
607071721,Australia and Oceania,Solomon Islands
384853065,Australia and Oceania,Marshall Islands
932075631,Central America and the Caribbean,Guatemala
895663249,Middle East and North Africa,Iran
342852246,Sub-Saharan Africa,Djibouti
558542191,Central America and the Caribbean,Saint Vincent and the Grenadines
823286092,Australia and Oceania,Australia
707964408,Asia,Bangladesh
606224572,Europe,Denmark
627490413,Middle East and North Africa,Somalia
501498258,Australia and Oceania,Marshall Islands
928296935,Asia,North Korea
428247773,Asia,South Korea
292024600,Sub-Saharan Africa,Sao Tome and Principe
530613744,Middle East and North Africa,Oman
325314033,Europe,Cyprus
277736794,Middle East and North Africa,Qatar
159805858,Europe,Kosovo
952140700,Middle East and North Africa,Pakistan
407816636,Middle East and North Africa,United Arab Emirates
483959186,Middle East and North Africa,Turkey
854054677,Asia,Thailand
361901938,Middle East and North Africa,Bahrain
171612298,North America,United States of America
617609584,Sub-Saharan Africa,Sierra Leone
754630124,Central America and the Caribbean,Costa Rica
607722747,North America,Mexico
722248780,Europe,Switzerland
813882052,Central America and the Caribbean,Honduras
218608891,Sub-Saharan Africa,Togo
142728126,Sub-Saharan Africa,Guinea
512851083,North America,Mexico
425901591,Australia and Oceania,Australia
399115979,Europe,Spain
120043075,Middle East and North Africa,Tunisia 
696544206,Asia,South Korea
606793200,Middle East and North Africa,Iraq
792792594,Europe,Kosovo
626453149,Europe,Portugal
709681880,Sub-Saharan Africa,Mali
322215116,Middle East and North Africa,Algeria
614101684,Central America and the Caribbean,Grenada
555702912,Middle East and North Africa,Algeria
987692630,Middle East and North Africa,Lebanon
571057164,Asia,Cambodia
737095344,Europe,Armenia
793950450,Sub-Saharan Africa,Guinea
748927533,Sub-Saharan Africa,Liberia
514898574,Sub-Saharan Africa,Rwanda
524724900,Asia,North Korea
381580340,Australia and Oceania,Australia
208951222,Sub-Saharan Africa,South Africa
200636374,Sub-Saharan Africa,Cameroon
170747125,Asia,Kyrgyzstan
104253232,Sub-Saharan Africa,Benin
947433745,Middle East and North Africa,Pakistan
828610169,Australia and Oceania,Tuvalu
813456332,Central America and the Caribbean,Grenada
687958562,Central America and the Caribbean,Cuba
308415687,Sub-Saharan Africa,Seychelles 
951439034,Middle East and North Africa,Syria
363952434,Australia and Oceania,Kiribati
413192212,Asia,India
336707198,Asia,Bangladesh
792358720,Middle East and North Africa,Qatar
708320605,Europe,San Marino
433079183,Europe,Lithuania
385433280,Asia,North Korea
604494225,Europe,Georgia
299685847,Central America and the Caribbean,Saint Kitts and Nevis 
100744473,Asia,Tajikistan
707718932,Europe,Macedonia
291173160,Sub-Saharan Africa,Mauritania
569313085,Central America and the Caribbean,Dominica
656689155,Europe,Sweden
254912698,Central America and the Caribbean,Panama
291910016,Middle East and North Africa,Lebanon
485468947,Sub-Saharan Africa,Cote d'Ivoire
599445664,Central America and the Caribbean,Grenada
687013995,Sub-Saharan Africa,Senegal
421660268,Europe,Ireland
447183310,Europe,San Marino
127694451,Europe,Estonia
697617518,Europe,Vatican City
311688840,Europe,United Kingdom
794957244,Middle East and North Africa,Iran
