,Int'l Plan,VMail Plan,VMail Message,CustomerId,Eve Charge,Night Charge,Intl Calls,Intl Charge,CustServ Calls,Churn?
472,no,no,0,472,11.59,8.18,3,1.7,1,False.
473,no,yes,33,473,26.81,7.35,4,1.67,4,True.
474,no,yes,20,474,19.98,7.33,12,4.0,0,False.
475,no,no,0,475,12.45,13.01,6,2.67,3,False.
476,no,no,0,476,13.72,10.13,5,3.16,1,False.
477,no,yes,23,477,13.81,9.91,2,2.05,3,False.
478,no,no,0,478,13.97,13.26,2,2.19,1,False.
479,no,no,0,479,13.44,12.22,4,3.02,2,False.
480,no,no,0,480,21.57,5.05,6,3.13,1,False.
481,no,no,0,481,15.93,11.49,3,1.43,1,False.
482,no,no,0,482,14.76,11.58,4,2.19,0,False.
483,no,no,0,483,21.77,9.57,13,3.59,2,False.
484,no,no,0,484,19.68,10.06,2,2.97,3,False.
485,no,yes,16,485,11.2,5.97,2,1.81,0,False.
486,yes,no,0,486,18.84,6.61,3,3.46,0,False.
487,no,no,0,487,24.87,10.99,2,2.84,0,False.
488,no,no,0,488,17.83,10.28,0,0.0,1,False.
489,no,no,0,489,19.59,8.38,4,3.32,1,False.
490,no,no,0,490,21.45,12.61,7,3.46,0,False.
491,yes,no,0,491,21.77,9.17,6,3.86,1,True.
492,yes,no,0,492,22.15,10.99,2,2.54,2,True.
493,no,yes,33,493,23.69,11.85,2,1.59,2,False.
494,no,no,0,494,9.74,11.28,4,2.21,1,False.
495,yes,no,0,495,15.33,8.08,9,3.0,2,False.
496,no,yes,36,496,15.18,5.71,4,2.16,2,False.
497,no,no,0,497,24.43,8.12,3,3.21,2,False.
498,yes,no,0,498,8.98,7.92,4,2.62,4,True.
499,no,no,0,499,20.77,3.41,2,2.03,1,False.
500,no,yes,23,500,16.18,10.82,7,3.4,3,False.
501,no,yes,28,501,19.13,11.34,5,2.03,1,False.
502,yes,no,0,502,17.63,9.98,5,4.73,1,True.
503,yes,yes,26,503,12.37,12.63,3,2.51,0,False.
504,no,no,0,504,13.17,11.86,12,3.35,0,False.
505,no,no,0,505,10.7,11.79,5,3.0,1,False.
506,no,yes,31,506,20.11,10.25,5,3.08,2,False.
507,no,no,0,507,28.03,12.96,2,1.51,3,True.
508,no,yes,24,508,18.87,10.57,5,3.13,1,False.
509,no,yes,26,509,16.96,7.64,5,2.59,5,True.
510,no,yes,17,510,17.25,9.23,3,3.32,1,False.
511,no,no,0,511,23.74,6.58,8,4.0,3,False.
512,no,no,0,512,17.41,10.84,8,2.46,2,False.
513,no,yes,30,513,18.17,10.22,3,1.78,0,False.
514,yes,yes,29,514,18.34,4.86,12,3.78,0,True.
515,no,yes,14,515,16.47,6.52,5,4.73,1,False.
516,no,no,0,516,26.11,8.21,1,2.05,2,False.
517,no,no,0,517,13.48,5.55,4,2.54,2,False.
518,no,no,0,518,19.1,7.63,3,3.48,1,False.
519,no,no,0,519,13.07,5.11,3,2.43,3,False.
520,no,no,0,520,13.13,5.89,2,3.13,1,False.
521,no,no,0,521,13.72,10.78,3,2.21,4,True.
522,no,yes,27,522,19.48,8.57,5,2.48,7,False.
523,no,no,0,523,12.86,6.88,6,2.65,2,False.
524,no,no,0,524,14.59,3.05,6,3.51,1,False.
525,no,no,0,525,14.26,7.34,8,2.84,2,False.
526,no,no,0,526,15.51,8.63,3,3.38,0,False.
527,no,yes,22,527,11.34,11.89,7,3.21,0,False.
528,no,no,0,528,13.37,8.97,4,2.32,2,False.
529,yes,no,0,529,28.65,9.23,9,3.27,0,False.
530,no,yes,37,530,17.26,10.44,4,2.11,2,False.
531,no,no,0,531,18.62,10.5,3,1.81,2,False.
532,no,yes,38,532,21.51,9.35,5,2.89,2,False.
533,no,yes,36,533,3.59,5.66,3,1.46,1,False.
534,no,no,0,534,5.65,11.09,10,2.48,4,False.
535,no,no,0,535,23.89,9.83,1,4.91,1,False.
536,no,yes,40,536,12.38,8.86,6,3.78,1,False.
537,no,yes,22,537,15.56,5.44,3,2.3,0,False.
538,no,no,0,538,16.22,10.11,8,3.35,0,False.
539,no,no,0,539,18.41,9.79,3,2.67,2,False.
540,no,yes,28,540,14.28,5.11,2,2.11,1,False.
541,no,yes,29,541,13.43,6.39,1,1.78,0,False.
542,yes,yes,20,542,21.54,11.93,3,3.83,9,True.
543,no,no,0,543,18.4,8.62,6,0.95,3,False.
544,no,yes,31,544,20.66,3.44,8,3.29,3,False.
545,no,yes,27,545,21.16,12.06,3,3.21,1,False.
546,yes,no,0,546,21.14,7.69,10,2.27,2,True.
547,yes,yes,41,547,17.07,6.02,9,2.78,5,True.
548,no,yes,31,548,20.94,11.48,3,1.59,0,False.
549,no,yes,31,549,17.48,8.85,5,2.73,4,False.
550,no,no,0,550,15.56,7.15,3,2.13,4,True.
551,no,no,0,551,17.06,5.25,2,3.11,2,False.
552,no,no,0,552,21.93,8.66,4,2.75,3,True.
553,yes,no,0,553,16.65,4.86,6,2.73,2,False.
554,no,no,0,554,22.02,6.73,6,3.43,2,False.
555,no,yes,25,555,10.19,7.9,2,3.54,2,False.
556,no,no,0,556,25.82,10.21,4,3.24,0,False.
557,no,yes,20,557,18.16,10.65,2,2.57,1,False.
558,no,no,0,558,21.34,11.59,5,2.24,2,True.
559,no,no,0,559,11.62,13.87,6,2.08,2,False.
560,no,no,0,560,20.15,11.03,1,2.89,1,False.
561,no,yes,18,561,26.35,8.04,7,1.94,0,False.
562,no,yes,28,562,22.46,7.77,5,2.46,1,False.
563,no,no,0,563,8.36,10.39,5,2.94,1,False.
564,no,yes,29,564,21.88,10.42,1,2.16,2,False.
565,no,no,0,565,16.07,5.54,4,1.27,3,False.
566,no,yes,37,566,23.07,11.19,5,3.05,2,False.
567,yes,no,0,567,16.0,6.62,7,0.97,2,False.
568,no,no,0,568,13.65,6.48,6,2.7,2,False.
569,yes,yes,32,569,22.52,7.6,4,4.16,2,True.
570,no,no,0,570,16.74,8.42,2,2.78,1,False.
571,no,yes,26,571,15.07,13.33,3,3.92,2,False.
572,yes,no,0,572,23.38,6.24,3,2.92,1,False.
573,no,yes,31,573,21.12,7.52,1,2.43,3,False.
574,no,no,0,574,23.5,12.59,5,2.67,2,True.
575,no,yes,36,575,17.03,8.26,2,3.83,1,False.
576,no,no,0,576,19.28,9.79,6,3.7,3,False.
577,no,no,0,577,15.3,6.3,4,3.16,2,False.
578,no,yes,30,578,19.52,6.48,3,2.08,1,False.
579,no,yes,21,579,28.48,8.42,4,4.46,1,False.
580,no,no,0,580,29.52,11.07,2,2.0,1,True.
581,no,yes,25,581,15.57,6.79,3,2.75,3,False.
582,no,no,0,582,13.21,7.6,8,2.89,1,False.
583,no,no,0,583,16.41,14.02,2,2.78,1,False.
584,no,no,0,584,24.91,8.28,6,2.65,0,True.
585,no,no,0,585,14.0,9.03,5,2.75,1,False.
586,yes,no,0,586,17.32,9.71,4,2.27,1,False.
587,no,no,0,587,5.01,8.07,8,2.0,1,False.
588,no,no,0,588,22.11,7.65,11,3.65,5,True.
589,no,yes,14,589,18.62,5.52,2,2.32,1,False.
590,no,no,0,590,25.49,7.14,4,3.05,2,False.
591,no,no,0,591,17.65,8.24,2,3.48,1,False.
592,no,no,0,592,7.94,9.32,1,2.59,2,False.
593,no,yes,29,593,21.6,7.62,5,2.57,2,False.
594,no,no,0,594,13.76,12.14,6,3.38,2,False.
595,no,yes,28,595,12.95,11.25,0,0.0,1,False.
596,no,no,0,596,11.11,8.7,4,2.59,3,False.
597,no,no,0,597,8.72,10.59,5,2.46,2,False.
598,no,no,0,598,14.27,7.54,5,3.32,1,False.
599,no,yes,46,599,17.08,11.11,6,2.48,0,False.
600,no,no,0,600,20.91,7.67,4,2.46,2,False.
601,yes,no,0,601,16.79,5.47,6,3.75,0,True.
602,no,no,0,602,14.09,6.48,4,1.24,1,False.
603,no,no,0,603,22.57,10.99,6,3.13,3,False.
604,no,no,0,604,19.14,7.64,7,3.08,1,False.
605,no,no,0,605,18.06,11.93,8,3.43,2,True.
606,no,no,0,606,24.59,5.82,8,3.54,0,False.
607,no,yes,29,607,10.09,10.8,8,1.78,1,False.
608,no,no,0,608,21.13,9.4,5,2.86,0,False.
609,no,no,0,609,22.23,7.34,3,2.35,3,False.
610,no,no,0,610,12.8,12.11,7,3.13,3,False.
611,no,no,0,611,13.11,13.46,3,3.43,1,False.
612,no,no,0,612,19.84,8.81,6,2.08,4,False.
613,yes,yes,29,613,18.5,8.57,6,3.56,1,True.
614,no,yes,37,614,18.86,8.51,1,1.97,2,False.
615,no,yes,43,615,17.02,10.49,5,2.16,1,False.
616,yes,yes,35,616,23.33,13.45,7,2.38,2,False.
617,no,no,0,617,24.73,8.77,6,3.78,3,False.
618,no,no,0,618,13.14,6.43,6,3.13,1,False.
619,yes,no,0,619,16.02,12.01,4,3.92,0,True.
620,no,no,0,620,16.48,12.08,4,3.46,1,False.
621,no,no,0,621,12.22,7.07,3,3.11,1,False.
622,no,yes,33,622,12.49,5.44,3,2.86,2,False.
623,no,no,0,623,12.44,11.91,1,1.92,3,False.
624,no,no,0,624,18.75,11.21,2,1.38,0,False.
625,no,no,0,625,19.27,6.51,4,3.73,3,False.
626,yes,yes,37,626,15.75,9.23,2,1.11,0,True.
627,no,no,0,627,13.66,11.22,2,2.0,4,False.
628,no,no,0,628,18.5,6.84,5,1.76,1,False.
629,no,no,0,629,19.27,9.48,4,3.7,0,True.
630,no,no,0,630,14.53,10.13,4,3.75,0,False.
631,no,no,0,631,19.55,8.71,2,2.57,0,False.
632,no,yes,22,632,24.64,8.1,4,1.3,3,False.
633,no,yes,34,633,7.62,9.9,4,4.21,2,False.
634,no,no,0,634,19.09,13.78,6,2.92,2,False.
635,no,yes,27,635,16.49,11.54,7,2.75,5,False.
636,no,no,0,636,16.77,7.61,15,2.48,1,False.
637,no,yes,19,637,10.84,10.68,3,2.03,0,False.
638,no,yes,31,638,12.55,11.67,1,3.48,1,False.
639,no,no,0,639,11.39,9.48,2,3.08,0,False.
640,no,no,0,640,14.75,9.28,4,2.13,2,False.
641,no,no,0,641,16.87,9.38,3,2.65,1,False.
642,no,no,0,642,17.89,8.13,13,2.97,0,False.
643,no,no,0,643,22.53,10.79,7,4.21,0,False.
644,no,yes,24,644,18.64,9.72,4,3.78,1,False.
645,no,yes,22,645,15.12,7.13,4,2.3,3,False.
646,no,yes,28,646,19.37,7.66,9,4.16,0,False.
647,no,no,0,647,10.85,7.0,5,2.03,1,False.
648,no,yes,39,648,8.61,4.72,4,2.46,0,False.
649,no,no,0,649,17.9,11.55,3,1.62,3,True.
650,no,no,0,650,21.86,4.64,4,3.11,2,False.
651,no,no,0,651,17.42,8.09,6,2.57,1,False.
652,no,yes,39,652,10.86,8.96,1,2.48,3,False.
653,no,yes,22,653,8.79,9.36,3,2.3,3,False.
654,no,yes,31,654,16.62,8.1,5,2.84,1,False.
655,no,no,0,655,16.5,10.42,10,2.54,5,True.
656,no,no,0,656,13.75,13.03,4,2.51,0,False.
657,no,no,0,657,8.74,6.41,2,2.51,2,False.
658,no,no,0,658,11.17,8.4,7,2.67,0,False.
659,no,no,0,659,13.98,6.07,2,2.24,1,False.
660,no,no,0,660,25.93,8.88,9,2.57,1,True.
661,no,yes,31,661,12.92,10.15,4,3.24,1,False.
662,no,no,0,662,20.2,11.66,2,3.32,0,False.
663,no,no,0,663,11.06,3.51,4,2.0,3,False.
664,no,no,0,664,14.17,10.83,4,2.11,1,False.
665,no,yes,22,665,19.39,11.82,4,2.48,2,False.
666,no,no,0,666,12.77,6.83,1,2.59,2,False.
667,no,no,0,667,10.11,6.12,3,2.48,0,False.
668,no,no,0,668,16.04,9.31,1,3.32,1,False.
669,no,yes,33,669,16.06,9.23,4,4.19,0,False.
670,no,yes,26,670,19.75,9.58,4,4.4,1,False.
671,no,yes,36,671,18.83,4.68,6,3.21,2,False.
672,no,no,0,672,12.27,7.21,5,3.19,0,False.
673,no,no,0,673,21.15,9.51,3,3.02,3,False.
674,no,no,0,674,19.1,9.21,15,2.03,1,False.
675,no,no,0,675,11.0,11.92,3,1.59,1,False.
676,no,no,0,676,9.9,6.85,4,2.86,0,False.
677,no,no,0,677,20.06,5.32,4,2.54,1,False.
678,no,no,0,678,15.4,8.03,4,2.4,0,False.
679,yes,no,0,679,27.8,9.36,9,2.35,1,True.
680,no,no,0,680,16.13,9.26,2,3.54,1,False.
681,no,no,0,681,13.46,11.52,5,2.51,0,False.
682,no,yes,38,682,12.79,5.54,3,3.08,3,False.
683,no,no,0,683,20.54,9.11,1,1.76,1,False.
684,no,no,0,684,19.83,9.2,8,3.0,3,False.
685,no,yes,32,685,15.9,10.39,7,2.32,1,False.
686,no,no,0,686,18.22,6.95,2,2.73,3,False.
687,no,no,0,687,16.99,9.72,8,3.4,1,False.
688,no,yes,21,688,17.76,11.7,3,3.27,3,False.
689,no,no,0,689,11.2,5.71,2,2.21,1,False.
690,no,no,0,690,16.77,10.55,3,4.02,2,False.
691,no,no,0,691,16.39,7.77,4,2.75,1,False.
692,no,no,0,692,23.5,8.64,7,1.54,4,False.
693,no,yes,29,693,16.02,11.47,4,2.16,3,False.
694,no,no,0,694,22.83,8.5,4,2.94,6,False.
695,no,no,0,695,8.97,9.91,9,3.13,1,False.
696,no,no,0,696,15.16,7.61,3,2.03,1,False.
697,no,no,0,697,23.26,9.3,4,2.46,0,False.
698,no,no,0,698,15.81,13.82,11,2.27,0,False.
699,no,no,0,699,16.22,8.44,9,2.97,0,False.
700,no,no,0,700,10.97,7.52,3,2.89,0,False.
701,no,no,0,701,13.52,5.77,3,2.08,0,False.
702,no,no,0,702,13.93,10.96,3,3.81,1,False.
703,no,yes,23,703,16.1,10.35,7,2.81,1,False.
704,no,no,0,704,16.41,8.73,4,1.76,3,False.
705,no,no,0,705,19.64,7.6,5,2.3,1,False.
706,no,no,0,706,16.6,8.75,5,0.97,1,False.
707,no,yes,42,707,19.0,11.74,7,2.05,3,False.
708,yes,yes,32,708,13.12,9.02,6,2.86,2,False.
709,no,no,0,709,12.96,8.9,3,2.62,2,False.
710,no,no,0,710,18.42,11.7,4,3.38,3,False.
711,no,no,0,711,25.31,9.57,8,3.08,4,False.
712,no,no,0,712,6.66,10.47,0,0.0,2,False.
713,no,no,0,713,17.26,9.48,2,1.86,2,False.
714,no,yes,22,714,17.99,7.85,5,1.97,2,False.
715,yes,no,0,715,20.61,6.83,6,4.13,1,True.
716,yes,yes,30,716,16.59,12.1,4,3.08,2,False.
717,no,no,0,717,18.63,8.09,6,1.94,1,False.
718,no,no,0,718,14.44,8.28,3,2.51,1,False.
719,no,no,0,719,16.53,11.54,5,3.16,2,False.
720,no,yes,38,720,13.91,10.92,2,2.0,0,False.
721,no,yes,36,721,14.39,7.5,5,2.94,6,True.
722,no,no,0,722,16.44,4.74,3,3.65,1,False.
723,no,no,0,723,20.2,9.3,11,3.78,3,False.
724,no,yes,36,724,15.05,9.74,5,4.43,1,False.
725,no,no,0,725,17.02,10.43,3,3.21,2,False.
726,no,no,0,726,14.51,12.95,5,2.11,1,False.
727,no,no,0,727,16.15,9.96,2,2.48,1,False.
728,no,yes,39,728,18.21,6.97,5,3.43,2,False.
729,no,yes,26,729,14.94,9.98,5,3.62,0,False.
730,no,no,0,730,17.22,9.97,3,3.11,3,True.
731,no,no,0,731,24.86,10.18,1,2.16,2,False.
732,no,no,0,732,11.32,8.88,5,1.94,2,False.
733,no,yes,37,733,11.25,9.54,8,2.57,2,False.
734,yes,yes,20,734,14.43,7.89,4,3.27,1,False.
735,yes,no,0,735,16.97,12.36,6,1.76,3,False.
736,no,no,0,736,13.18,8.54,9,2.97,5,True.
737,yes,no,0,737,14.94,10.07,3,4.51,2,True.
738,no,no,0,738,20.47,9.46,3,3.08,1,False.
739,no,no,0,739,17.73,9.17,8,2.38,1,False.
740,no,yes,20,740,16.07,7.3,2,2.54,1,False.
741,no,no,0,741,23.68,5.83,3,3.11,0,False.
742,no,yes,17,742,20.45,11.16,3,3.08,5,False.
743,no,no,0,743,13.9,8.79,6,2.81,1,False.
744,no,no,0,744,20.52,9.16,5,2.46,1,False.
745,no,yes,26,745,21.28,6.41,8,1.78,1,False.
746,no,no,0,746,10.12,10.48,2,1.73,1,False.
747,no,no,0,747,16.66,10.19,1,2.11,1,False.
748,no,no,0,748,22.97,5.47,5,2.35,1,False.
749,yes,no,0,749,16.87,5.99,6,2.97,1,False.
750,no,yes,32,750,15.77,6.67,4,2.21,3,False.
751,no,yes,29,751,15.84,10.88,6,2.73,0,False.
752,no,yes,23,752,13.99,5.8,4,3.43,3,False.
753,no,no,0,753,11.7,7.19,5,2.97,2,False.
754,no,no,0,754,10.36,11.42,4,2.59,1,False.
755,no,no,0,755,20.58,4.55,4,3.08,2,False.
756,no,no,0,756,20.38,6.69,14,2.65,2,False.
757,no,no,0,757,20.68,8.31,5,3.54,1,False.
758,no,yes,30,758,18.71,8.01,6,2.65,2,False.
759,no,yes,21,759,15.39,14.43,4,2.57,2,False.
760,no,no,0,760,23.02,9.29,5,2.73,1,False.
761,no,no,0,761,19.31,6.56,3,2.27,2,False.
762,yes,no,0,762,22.73,8.3,6,0.35,1,False.
763,no,yes,35,763,22.19,14.3,5,4.05,0,False.
764,no,yes,31,764,18.62,10.68,4,3.08,0,False.
765,no,no,0,765,17.7,7.15,6,2.35,2,False.
766,yes,no,0,766,20.67,8.21,2,2.97,0,True.
767,no,yes,26,767,10.03,10.62,4,4.1,2,False.
768,no,no,0,768,18.96,7.1,2,2.62,3,False.
769,no,no,0,769,21.27,6.52,3,2.97,1,False.
770,no,no,0,770,16.24,9.66,4,3.59,1,False.
771,yes,yes,28,771,14.19,6.53,3,2.38,5,True.
772,no,no,0,772,17.6,9.63,7,2.48,0,False.
773,yes,no,0,773,14.27,8.2,2,2.08,1,True.
774,no,no,0,774,16.9,10.28,4,2.86,1,False.
775,no,no,0,775,16.76,9.1,4,2.89,1,False.
776,no,yes,20,776,13.74,11.31,4,2.84,0,False.
777,yes,yes,24,777,18.28,10.54,4,1.57,2,False.
778,no,yes,26,778,18.46,10.16,5,3.67,6,False.
779,yes,no,0,779,20.65,7.6,4,2.73,2,False.
780,yes,no,0,780,15.62,6.92,9,2.97,2,False.
781,yes,no,0,781,17.08,6.03,4,2.89,1,False.
782,no,yes,27,782,12.07,13.0,4,2.54,1,False.
783,yes,no,0,783,14.48,12.61,4,2.54,3,False.
784,no,yes,22,784,12.21,10.77,9,3.02,1,False.
785,no,no,0,785,22.41,6.42,5,2.89,3,False.
786,no,no,0,786,16.53,9.02,3,3.05,0,False.
787,no,no,0,787,17.75,8.21,6,3.0,2,True.
788,no,no,0,788,10.01,6.02,2,3.19,2,False.
789,no,no,0,789,18.97,7.63,3,2.84,3,False.
790,yes,yes,45,790,16.83,4.24,3,2.03,0,False.
791,no,no,0,791,24.34,7.52,3,3.81,2,False.
792,yes,yes,33,792,21.54,7.44,2,2.21,1,True.
793,no,no,0,793,18.6,10.81,3,2.43,2,False.
794,no,no,0,794,20.37,7.54,2,4.08,1,False.
795,no,no,0,795,22.89,7.15,4,2.92,1,False.
796,no,yes,32,796,11.0,7.51,2,2.27,1,False.
797,yes,no,0,797,18.65,8.93,7,3.92,1,True.
798,no,yes,22,798,22.05,6.06,5,3.94,2,False.
799,no,yes,26,799,11.71,9.61,5,4.29,1,False.
800,no,yes,27,800,18.78,8.07,2,3.05,1,False.
801,no,no,0,801,17.2,8.1,5,2.54,1,False.
802,no,no,0,802,27.1,11.13,4,1.76,0,False.
803,no,no,0,803,21.56,13.1,3,3.4,1,False.
804,no,no,0,804,18.64,9.49,4,2.65,0,False.
805,no,no,0,805,17.13,4.58,4,1.84,0,False.
806,no,no,0,806,13.29,6.14,5,2.75,0,False.
807,no,yes,30,807,14.63,8.76,3,3.27,1,False.
808,yes,yes,16,808,20.62,6.65,3,3.05,0,False.
809,no,yes,17,809,20.4,9.04,3,1.57,1,False.
810,no,no,0,810,20.57,6.58,4,3.27,1,False.
811,no,no,0,811,9.08,8.03,6,2.67,0,False.
812,no,no,0,812,8.76,8.52,4,3.54,1,False.
813,no,no,0,813,23.49,8.59,5,4.13,0,False.
814,no,yes,41,814,17.29,7.73,4,3.35,1,False.
815,no,no,0,815,14.43,12.83,3,1.54,2,True.
816,no,no,0,816,17.64,9.53,5,3.27,1,False.
817,no,no,0,817,13.91,11.89,6,1.78,2,False.
818,no,no,0,818,17.68,9.27,3,4.08,1,False.
819,no,no,0,819,17.23,10.56,3,3.54,1,False.
820,no,yes,16,820,6.49,8.33,3,3.43,2,False.
821,no,no,0,821,3.73,8.53,5,3.54,0,False.
822,no,no,0,822,13.07,10.65,4,3.16,1,False.
823,no,yes,24,823,10.53,7.84,6,2.73,1,False.
824,no,no,0,824,11.26,6.72,3,3.05,2,False.
825,no,no,0,825,17.99,8.2,6,3.13,1,False.
826,yes,no,0,826,18.52,8.29,9,2.54,1,False.
827,no,no,0,827,24.45,10.04,4,3.29,0,False.
828,no,no,0,828,14.74,12.09,2,1.49,2,False.
829,no,no,0,829,19.56,5.39,3,2.67,2,False.
830,yes,no,0,830,7.96,10.86,1,3.62,3,True.
831,no,no,0,831,18.43,10.77,2,3.19,2,False.
832,no,no,0,832,17.39,8.38,4,2.54,2,True.
833,no,no,0,833,18.33,6.23,3,2.75,0,False.
834,no,no,0,834,9.83,10.18,3,2.54,3,False.
835,no,no,0,835,17.73,2.96,3,2.67,1,False.
836,no,yes,31,836,19.17,7.59,4,2.62,0,False.
837,yes,yes,33,837,13.85,11.13,13,2.19,0,False.
838,no,yes,28,838,25.92,10.15,8,3.21,1,False.
839,no,yes,17,839,18.88,8.47,5,4.35,1,False.
840,no,no,0,840,22.99,10.14,6,2.43,3,False.
841,no,no,0,841,12.75,7.24,2,2.78,5,False.
842,yes,no,0,842,19.98,4.28,11,3.08,2,False.
843,no,no,0,843,11.0,7.54,6,4.27,1,False.
844,no,yes,19,844,13.83,9.7,6,3.94,1,False.
845,no,yes,51,845,16.32,8.83,4,2.7,1,False.
846,no,no,0,846,16.23,13.3,4,2.78,1,True.
847,no,yes,31,847,16.69,11.37,4,2.78,1,False.
848,no,no,0,848,16.35,9.33,9,2.46,0,False.
849,no,no,0,849,22.5,5.01,2,2.48,2,False.
850,no,no,0,850,4.5,11.07,5,2.94,0,False.
851,yes,no,0,851,17.97,3.26,4,2.97,3,True.
852,no,no,0,852,23.25,10.21,3,2.59,3,False.
853,no,no,0,853,20.05,11.71,6,2.05,3,False.
854,no,yes,24,854,21.89,10.25,13,2.62,2,False.
855,no,no,0,855,15.32,8.43,7,1.67,2,False.
856,no,no,0,856,10.26,9.68,2,3.43,1,False.
857,no,no,0,857,16.66,11.88,4,2.48,1,False.
858,no,yes,37,858,14.06,8.32,8,3.16,1,False.
859,no,no,0,859,18.96,11.82,3,3.05,3,True.
860,no,no,0,860,14.89,10.29,6,2.67,2,False.
861,no,no,0,861,16.7,9.43,3,4.02,1,False.
862,no,yes,38,862,12.47,15.56,3,3.54,3,False.
863,no,no,0,863,12.98,9.8,13,3.35,1,False.
864,no,no,0,864,15.61,3.61,4,2.4,3,False.
865,no,no,0,865,14.56,6.96,9,2.67,4,False.
866,no,yes,27,866,22.8,6.59,3,3.0,0,False.
867,no,no,0,867,13.12,9.48,5,2.21,1,False.
868,no,no,0,868,20.51,6.44,7,1.08,0,False.
869,yes,no,0,869,17.81,11.25,4,2.0,2,False.
870,no,no,0,870,21.39,11.61,5,4.02,0,False.
871,no,no,0,871,16.18,12.81,6,3.0,4,True.
872,no,yes,43,872,14.84,10.87,3,2.94,1,False.
873,no,no,0,873,20.06,13.84,1,2.51,1,False.
874,no,no,0,874,11.49,9.37,3,2.81,5,False.
875,no,yes,15,875,20.88,6.69,4,2.46,1,False.
876,no,no,0,876,27.47,6.48,2,2.03,1,False.
877,yes,no,0,877,17.36,5.03,4,1.59,1,False.
878,no,no,0,878,13.65,3.51,0,0.0,1,False.
879,no,yes,33,879,18.73,7.65,8,3.19,4,False.
880,no,no,0,880,15.78,9.15,7,2.75,1,False.
881,no,no,0,881,17.22,13.03,8,1.81,3,False.
882,no,no,0,882,24.68,5.17,3,1.94,1,False.
883,no,no,0,883,21.75,2.03,12,2.16,1,False.
884,no,no,0,884,12.19,6.93,7,4.05,2,False.
885,no,yes,26,885,20.67,8.59,3,1.46,2,False.
886,no,yes,31,886,16.06,8.83,3,2.4,0,False.
887,no,no,0,887,22.51,12.15,7,2.05,1,False.
888,no,no,0,888,20.37,10.34,4,1.49,2,False.
889,no,no,0,889,3.61,8.06,5,3.35,0,False.
890,no,no,0,890,19.86,8.07,2,3.24,0,False.
891,no,no,0,891,13.47,9.34,5,1.67,1,False.
892,no,yes,27,892,18.8,8.88,4,3.32,1,True.
893,yes,no,0,893,5.17,7.95,3,2.89,2,False.
894,no,no,0,894,14.43,8.73,3,3.21,4,True.
895,no,no,0,895,17.85,8.42,3,2.3,2,False.
896,no,no,0,896,13.22,9.28,7,3.89,2,False.
897,no,yes,35,897,17.05,8.79,7,4.19,0,False.
898,no,no,0,898,17.82,11.88,2,2.16,1,False.
899,no,yes,32,899,21.23,10.09,7,2.35,1,False.
900,yes,yes,29,900,11.75,9.95,6,1.49,0,False.
901,no,no,0,901,21.39,6.35,3,3.05,2,True.
902,no,no,0,902,18.6,9.37,6,2.21,7,False.
903,no,no,0,903,16.73,7.11,8,1.59,0,False.
904,no,no,0,904,17.89,10.56,3,2.43,1,True.
905,no,no,0,905,6.03,9.22,4,3.62,4,True.
906,no,no,0,906,16.05,6.13,3,3.65,0,False.
907,no,yes,24,907,9.32,11.05,2,4.56,1,False.
908,no,no,0,908,14.14,9.89,4,4.05,6,False.
909,no,yes,25,909,13.88,11.92,6,1.38,0,False.
910,no,yes,32,910,15.11,8.57,5,2.19,0,False.
911,no,no,0,911,26.89,9.39,11,3.89,5,True.
912,no,no,0,912,10.23,7.34,3,2.86,2,False.
913,no,yes,24,913,24.63,14.06,4,2.86,1,False.
914,no,no,0,914,24.48,11.97,4,2.84,0,True.
915,no,no,0,915,12.04,8.93,3,2.03,2,False.
916,no,no,0,916,23.94,10.26,5,3.56,2,False.
917,no,no,0,917,9.83,13.31,6,2.24,0,False.
918,no,no,0,918,18.45,15.43,2,1.4,1,False.
919,no,no,0,919,10.94,8.57,4,2.97,1,False.
920,no,no,0,920,14.37,7.5,2,2.48,1,False.
921,no,no,0,921,18.68,9.09,14,1.19,1,False.
922,no,no,0,922,12.1,16.39,5,2.51,1,False.
923,no,no,0,923,9.56,9.84,3,3.73,1,False.
924,no,no,0,924,17.5,9.18,4,2.13,1,False.
925,no,no,0,925,6.87,8.82,2,2.92,1,False.
926,no,no,0,926,9.02,8.08,6,3.78,0,False.
927,no,yes,24,927,16.66,6.27,5,3.08,0,False.
928,no,yes,24,928,13.18,8.13,5,2.11,2,False.
929,no,no,0,929,12.34,9.65,5,1.78,1,False.
930,no,no,0,930,19.43,11.94,4,2.65,0,False.
931,no,no,0,931,16.63,10.64,2,3.24,1,False.
932,no,no,0,932,26.28,6.84,2,2.7,1,False.
933,yes,no,0,933,17.65,9.33,4,3.81,1,True.
934,no,no,0,934,11.32,7.99,2,3.02,1,False.
935,no,no,0,935,18.96,11.5,3,3.51,4,False.
936,no,yes,37,936,19.88,12.48,4,2.48,0,False.
937,no,no,0,937,12.57,8.27,2,1.81,2,False.
938,no,no,0,938,16.12,12.15,2,3.86,1,False.
939,no,no,0,939,15.24,13.53,8,3.21,2,False.
940,no,no,0,940,20.52,9.22,4,4.19,0,False.
941,no,no,0,941,24.42,10.36,5,1.76,2,False.
942,no,no,0,942,11.93,9.4,2,1.73,0,False.
943,no,no,0,943,17.59,12.24,2,3.4,1,False.
944,no,yes,28,944,16.21,8.69,6,2.48,4,True.
